loan_amnt,term,int_rate,installment,grade,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,earliest_cr_line,pub_rec,revol_bal,revol_util,total_acc,mort_acc,postal_code
25000.0,1,19.99,662.21,5,3,103500.0,2,1,2,10.85,2000,0,18559.0,44.9,30.0,3.0,7
10950.0,0,13.65,372.39,3,0,72000.0,0,0,2,15.2,2004,0,11457.0,49.4,29.0,1.0,5
2650.0,0,7.49,82.42,1,0,47000.0,0,1,13,6.13,1991,1,4431.0,49.8,14.0,1.8139908160844136,3
16000.0,1,12.39,359.08,3,3,69000.0,0,1,2,7.7,2002,0,25840.0,43.7,12.0,7.0,0
5500.0,0,9.17,175.34,2,0,60000.0,0,1,1,7.7,2001,0,568.0,6.2,15.0,3.0,6
12000.0,1,21.0,324.65,5,0,60000.0,1,1,12,10.23,2002,0,15835.0,66.8,24.0,1.0,0
25400.0,0,22.35,974.65,5,0,60500.0,1,1,1,26.56,2010,0,15889.0,65.4,20.0,1.0,5
16000.0,1,15.61,385.79,3,0,106000.0,2,1,2,22.34,1990,0,10156.0,49.1,39.0,12.0,4
3600.0,0,6.92,111.03,1,0,72000.0,0,1,2,19.4,2003,0,4351.0,39.9,23.0,1.0,5
12000.0,0,8.9,381.04,1,3,35000.0,2,1,1,13.89,2003,0,8655.0,38.1,16.0,0.0,3
6400.0,0,7.9,200.26,1,0,120000.0,2,1,1,13.15,1992,0,99050.0,77.1,24.0,1.8139908160844136,6
8000.0,0,14.47,275.26,3,3,42000.0,1,1,2,14.45,1982,1,6344.0,52.0,61.0,0.0,4
9850.0,0,14.46,338.86,3,2,55000.0,1,0,1,24.93,1989,0,28802.0,56.8,30.0,5.0,8
4000.0,0,18.25,145.12,4,0,55000.0,1,1,4,16.85,2002,0,32345.0,95.1,19.0,2.0,6
22925.0,1,12.69,517.99,3,0,96000.0,0,1,1,17.74,1995,0,19122.0,82.4,25.0,5.0,4
5400.0,0,11.99,179.34,2,3,45000.0,1,1,1,10.13,2001,0,21146.0,37.9,18.0,0.0,7
20000.0,1,16.99,496.95,4,3,55000.0,2,0,2,30.72,2003,0,972.0,74.8,11.0,0.0,6
5000.0,0,18.55,182.15,4,3,40000.0,0,1,2,10.74,2006,0,7715.0,82.1,7.0,0.0,1
15200.0,0,6.89,468.57,1,0,120000.0,0,1,1,11.54,1998,0,11226.0,20.4,25.0,5.0,6
20000.0,1,11.86,443.48,2,3,52600.0,2,1,2,24.94,1984,0,10578.0,15.6,35.0,1.8139908160844136,3
15000.0,0,10.99,491.01,2,0,80000.0,1,1,2,12.35,1999,0,66403.0,31.7,29.0,1.0,1
3375.0,1,17.99,85.69,5,2,21403.44,0,1,11,24.39,1997,1,2274.0,66.9,16.0,1.8139908160844136,7
15000.0,0,7.91,469.43,1,0,39000.0,0,1,1,19.05,2003,0,9580.0,30.1,29.0,5.0,0
9425.0,0,19.19,346.39,5,0,38125.0,1,1,4,23.32,2011,0,7291.0,43.0,18.0,2.0,7
16800.0,1,23.63,479.71,6,3,45000.0,2,1,2,18.64,2003,0,15842.0,80.5,22.0,0.0,3
8000.0,0,9.99,258.1,2,0,60000.0,0,1,2,4.07,2005,0,6958.0,21.2,41.0,1.0,3
11000.0,0,13.67,374.2,2,0,55000.0,1,0,2,17.56,2001,1,5288.0,76.6,20.0,1.0,6
3250.0,0,12.99,109.49,3,3,37000.0,1,1,2,25.11,2001,0,4676.0,20.9,21.0,1.0,1
24200.0,1,17.27,604.96,4,2,55000.0,0,1,2,30.5,1992,0,39581.0,53.2,28.0,0.0,6
9600.0,0,13.65,326.48,3,0,110000.0,0,1,2,5.89,1995,1,5664.0,71.0,19.0,5.0,7
2875.0,1,19.72,75.73,4,0,49000.0,1,1,0,10.82,2000,0,10133.0,34.8,43.0,6.0,3
5000.0,0,7.74,156.1,1,2,15000.0,2,1,2,15.6,1990,0,11602.0,37.9,24.0,1.8139908160844136,1
14000.0,0,19.22,514.75,4,0,68000.0,1,1,1,8.49,1987,0,18987.0,84.8,11.0,1.0,5
25000.0,0,7.26,774.91,1,0,92000.0,0,1,1,16.58,1999,0,32131.0,55.7,35.0,3.0,6
23200.0,0,15.96,815.19,3,0,67692.0,2,1,2,9.43,2002,0,24698.0,67.9,19.0,1.8139908160844136,0
10000.0,0,17.77,360.38,4,0,68500.0,1,1,2,14.15,1997,0,6746.0,69.5,26.0,1.0,1
5000.0,0,9.91,161.13,2,0,55000.0,1,1,9,6.98,1997,0,10124.0,93.8,10.0,1.8139908160844136,5
30000.0,0,12.69,1006.35,3,0,187000.0,2,1,4,10.01,1999,1,6636.0,40.7,25.0,1.0,0
21600.0,0,10.62,703.29,2,0,116000.0,2,1,1,5.84,1998,0,25325.0,55.5,15.0,1.8139908160844136,4
21000.0,1,20.89,566.83,6,3,71040.0,1,0,2,6.52,1997,0,11639.0,94.6,19.0,1.8139908160844136,8
3000.0,0,9.32,95.85,1,3,54000.0,0,0,1,6.6,2003,0,2979.0,28.9,30.0,1.8139908160844136,3
6000.0,0,13.33,203.12,3,3,60000.0,1,1,2,11.84,2010,0,4022.0,43.7,13.0,0.0,4
15000.0,0,20.49,561.21,5,3,48000.0,0,0,2,10.6,2004,0,10542.0,91.7,14.0,0.0,5
5000.0,0,7.89,156.43,1,2,90000.0,0,1,9,17.99,2000,0,8997.0,54.9,35.0,3.0,4
15000.0,0,11.83,497.01,2,3,65000.0,0,1,1,13.79,1996,0,9941.0,45.4,26.0,1.8139908160844136,4
8200.0,0,17.57,294.69,4,3,65000.0,0,1,2,15.61,1999,1,8181.0,41.5,23.0,3.0,3
14400.0,0,8.9,457.25,1,2,120000.0,2,1,2,29.04,1999,0,22957.0,94.5,51.0,12.0,3
20000.0,1,16.29,489.45,4,0,52000.0,1,1,2,12.35,1995,0,21401.0,52.8,34.0,2.0,1
12000.0,1,17.57,301.93,4,0,75000.0,0,1,2,21.89,2004,0,3964.0,84.3,17.0,4.0,7
12000.0,1,14.16,280.22,3,0,65000.0,1,1,2,18.5,1990,1,5309.0,35.9,26.0,2.0,5
6250.0,0,12.12,207.95,2,0,22840.0,0,1,1,24.12,1999,0,12769.0,38.1,43.0,6.0,5
10000.0,0,9.67,321.13,2,0,50814.0,2,1,2,24.38,2004,1,7208.0,47.1,34.0,2.0,5
18000.0,0,13.99,615.11,3,0,152000.0,2,0,4,21.18,2003,0,49044.0,87.1,25.0,6.0,2
16000.0,1,10.99,347.8,2,0,125000.0,2,1,1,21.68,1982,0,86190.0,16.7,49.0,3.0,1
20000.0,0,14.33,686.77,3,3,75000.0,0,1,2,17.65,2003,0,11189.0,84.1,23.0,0.0,4
12000.0,0,12.99,404.27,2,0,52000.0,2,1,1,14.38,2000,0,14930.0,65.2,16.0,1.0,5
10625.0,0,16.78,377.65,3,2,32000.0,2,0,2,25.81,1999,1,13400.0,65.0,32.0,0.0,3
20000.0,0,6.62,614.08,1,0,54000.0,2,1,2,14.2,1977,0,39531.0,60.2,31.0,3.0,7
6000.0,0,8.9,190.52,1,2,85000.0,0,1,1,5.93,1993,0,11951.0,43.5,37.0,0.0,6
17000.0,0,15.96,597.34,3,3,60000.0,1,1,2,15.24,1987,0,14064.0,95.7,13.0,1.8139908160844136,4
10000.0,0,10.15,323.38,2,0,25500.0,2,0,2,11.67,1995,0,9448.0,52.2,36.0,2.0,7
12000.0,0,9.99,387.15,2,3,200000.0,2,1,2,22.84,2004,0,30704.0,81.9,16.0,4.0,4
10000.0,0,10.75,326.21,2,3,50000.0,0,1,1,25.9,1999,1,17068.0,41.0,25.0,0.0,1
10000.0,0,9.17,318.79,2,3,72000.0,1,1,1,3.33,2000,0,6600.0,51.2,15.0,4.0,3
9000.0,0,12.29,300.18,3,3,22958.0,1,1,1,13.85,2006,0,6711.0,28.8,18.0,0.0,6
10000.0,0,14.96,346.47,4,0,49600.0,0,1,2,19.65,2001,0,30016.0,94.7,19.0,1.8139908160844136,7
3600.0,0,17.57,129.38,4,3,36000.0,0,0,1,24.37,2003,0,10553.0,16.6,15.0,0.0,7
19750.0,1,15.8,478.19,3,0,45000.0,2,1,2,17.89,2001,0,21949.0,57.9,27.0,1.0,0
6000.0,0,7.62,186.97,1,3,40000.0,0,1,2,7.89,2006,0,3803.0,25.0,16.0,0.0,1
13150.0,0,12.69,441.12,3,3,70000.0,0,1,1,11.57,2005,1,1932.0,45.0,15.0,3.0,7
8600.0,0,11.44,283.35,2,3,45000.0,1,1,2,25.01,2003,0,14789.0,89.6,11.0,0.0,4
9575.0,0,24.5,378.18,6,2,30000.0,1,1,9,22.64,2003,0,6165.0,86.8,18.0,0.0,6
15000.0,1,21.99,414.2,6,0,75000.0,1,1,2,26.69,1996,0,6834.0,77.7,34.0,2.0,4
8000.0,0,12.99,269.52,2,3,55000.0,2,0,1,13.42,1972,1,8320.0,27.1,31.0,2.0,7
26000.0,1,19.22,677.61,4,0,110000.0,2,1,2,6.75,1993,0,16948.0,69.6,14.0,0.0,5
13500.0,0,9.17,430.37,2,3,65000.0,2,1,1,8.49,1986,0,1058.0,3.4,40.0,4.0,7
6500.0,0,9.17,207.22,2,2,99300.0,0,1,0,20.52,1997,0,8027.0,27.3,26.0,1.0,4
12000.0,0,15.31,417.81,3,3,95000.0,2,1,2,13.75,2006,0,7288.0,69.4,18.0,0.0,0
3600.0,0,20.2,134.16,5,0,30000.0,0,1,2,24.36,1997,1,5701.0,78.1,20.0,1.0,3
10000.0,0,17.99,361.48,4,3,27000.0,0,0,1,11.69,2007,0,8588.0,89.5,8.0,0.0,9
12000.0,0,9.17,382.55,2,0,45000.0,0,1,1,10.88,1998,0,11495.0,50.4,14.0,2.0,4
20400.0,0,7.62,635.7,1,0,56000.0,1,1,2,18.51,2002,0,11072.0,49.7,43.0,2.0,3
6000.0,0,12.69,201.27,3,3,60000.0,1,1,1,21.9,2007,0,25314.0,90.1,20.0,0.0,5
5000.0,0,8.6,158.07,1,3,28236.0,2,1,2,25.75,2001,0,4150.0,14.3,29.0,3.0,3
25000.0,0,13.11,843.68,2,0,92000.0,2,1,2,20.4,1999,0,12144.0,67.5,46.0,7.0,0
3900.0,0,15.31,135.79,3,3,30000.0,0,1,2,19.44,2006,0,14054.0,73.2,13.0,0.0,7
10000.0,0,10.99,327.34,2,0,95000.0,0,1,2,7.71,2000,0,10475.0,76.5,18.0,1.0,0
10000.0,0,11.47,329.62,2,3,28000.0,1,1,2,14.06,1994,0,5556.0,41.5,24.0,0.0,6
12000.0,1,11.47,263.74,2,0,65000.0,0,1,4,16.32,2006,1,3041.0,6.4,31.0,6.0,6
26375.0,1,15.8,638.59,3,0,95000.0,2,0,2,11.15,1994,0,92563.0,23.5,37.0,1.0,5
24950.0,0,11.14,818.49,2,0,109000.0,2,1,2,31.37,2001,0,29888.0,54.6,36.0,4.0,7
24000.0,1,9.17,500.19,2,0,114050.0,0,1,1,19.86,1998,0,23250.0,54.6,20.0,2.0,4
12000.0,0,10.16,388.11,2,3,131000.0,1,1,2,9.8,2007,0,4550.0,30.5,21.0,0.0,0
7200.0,0,9.17,229.53,2,0,130000.0,0,0,1,14.23,2004,0,10993.0,60.4,26.0,4.0,3
20000.0,0,10.99,654.68,2,3,92500.0,2,1,1,19.8,1997,0,25054.0,57.2,42.0,1.0,3
15000.0,0,7.49,466.53,1,0,100000.0,0,1,1,22.42,1998,0,56997.0,57.9,30.0,1.0,7
8475.0,0,19.52,312.9,5,3,37000.0,1,0,2,30.91,2004,0,8459.0,51.9,12.0,0.0,3
24000.0,1,14.31,562.31,3,3,149000.0,1,0,2,22.89,1995,0,56008.0,92.1,36.0,0.0,3
7000.0,0,13.49,237.52,3,0,41000.0,0,0,4,14.69,2002,0,20822.0,57.8,14.0,1.8139908160844136,8
6250.0,0,14.09,213.89,2,3,21000.0,0,0,2,23.31,2001,0,6760.0,63.8,10.0,0.0,5
16000.0,1,18.55,411.1,5,2,85000.0,0,1,4,11.73,1994,0,10595.0,86.1,33.0,5.0,3
7200.0,0,13.53,244.44,2,3,47600.0,1,1,2,31.85,2006,0,5476.0,34.0,37.0,0.0,3
5000.0,0,13.99,170.87,3,0,48000.0,1,0,2,27.35,1994,0,4315.0,71.9,31.0,2.0,7
15000.0,0,18.25,544.17,4,0,224914.0,1,0,7,13.73,1998,1,19932.0,63.7,27.0,5.0,8
7800.0,0,13.67,265.34,2,3,15600.0,2,1,2,24.38,1988,0,10339.0,86.1,12.0,1.8139908160844136,3
18000.0,0,9.71,578.37,2,0,85000.0,1,1,6,12.95,2002,0,23767.0,38.1,32.0,5.0,5
7000.0,0,18.24,253.92,4,3,85000.0,1,1,2,10.05,2001,1,8061.0,63.5,26.0,2.0,4
17500.0,1,10.16,373.21,2,0,40000.0,2,1,2,23.88,1992,0,21894.0,44.1,25.0,1.0,7
8000.0,0,10.99,261.88,2,0,60000.0,0,1,2,18.62,2002,0,510.0,6.5,13.0,1.0,6
15000.0,0,11.67,495.86,2,0,100000.0,1,0,1,10.14,1993,1,11574.0,46.9,16.0,5.0,7
8500.0,0,9.17,270.98,2,3,56728.0,1,1,2,23.04,2004,0,11045.0,69.0,22.0,1.0,0
12000.0,0,12.69,402.54,3,3,38000.0,1,1,2,28.47,2003,0,21558.0,82.4,24.0,0.0,7
14600.0,0,14.33,501.34,3,0,80000.0,0,1,2,23.8,2003,0,22120.0,48.8,44.0,4.0,4
3600.0,0,12.73,120.84,3,3,35004.0,0,1,6,6.65,2007,0,0.0,0.0,5.0,1.8139908160844136,7
15000.0,1,14.99,356.78,3,3,116887.0,1,1,1,11.21,2000,1,22939.0,44.6,28.0,1.0,1
10000.0,0,17.27,357.88,3,0,45000.0,2,1,1,16.35,2000,0,8776.0,60.1,18.0,1.0,6
3600.0,0,17.57,129.38,4,3,36000.0,0,0,9,11.7,2005,0,2275.0,21.9,11.0,1.0,3
11200.0,0,9.75,360.08,2,0,40000.0,2,1,9,14.64,2007,0,7540.0,48.3,11.0,0.0,5
3600.0,0,8.18,113.12,2,0,60000.0,0,0,4,6.2,1998,0,2964.0,23.0,28.0,3.0,7
22950.0,0,11.67,758.66,2,0,65000.0,2,1,4,28.51,1999,0,19169.0,28.4,43.0,3.0,7
30750.0,1,21.0,831.9,5,3,107000.0,2,1,2,29.07,2002,0,25225.0,79.6,33.0,1.0,5
6000.0,0,15.8,210.36,3,0,85000.0,0,1,13,8.89,2003,0,2395.0,40.6,14.0,2.0,6
12500.0,0,11.14,410.07,2,0,80000.0,2,1,2,32.13,1997,0,18966.0,46.8,46.0,4.0,7
15600.0,0,17.77,562.18,4,3,85000.0,2,1,2,13.57,1999,0,25084.0,58.9,33.0,0.0,3
25000.0,0,12.99,842.23,2,0,204900.0,1,1,9,12.21,1994,0,24801.0,99.6,24.0,6.0,1
14000.0,1,22.9,393.87,5,0,65000.0,2,1,2,22.49,1996,0,36264.0,69.6,31.0,3.0,7
21000.0,0,6.89,647.37,1,0,120000.0,1,1,2,24.52,2003,1,1565.0,5.8,30.0,0.0,0
8000.0,0,14.65,275.96,3,0,97000.0,1,1,2,10.78,1988,1,12974.0,72.9,23.0,4.0,4
6400.0,0,8.39,201.71,1,3,84000.0,0,1,2,9.42,2003,0,12145.0,23.4,16.0,0.0,5
8000.0,0,12.21,266.52,2,0,150000.0,2,1,9,13.29,2002,0,93265.0,76.4,18.0,1.8139908160844136,0
10000.0,0,9.67,321.13,2,0,37976.0,0,1,2,18.74,2000,0,19469.0,57.1,20.0,2.0,7
6250.0,0,18.75,228.32,4,0,65000.0,2,1,2,24.73,2002,0,16294.0,71.8,61.0,1.0,0
10000.0,0,10.65,325.74,2,0,45500.0,1,1,1,8.78,2000,0,10802.0,86.4,14.0,1.8139908160844136,6
12000.0,0,8.9,381.04,1,0,66600.0,0,0,4,13.39,1996,1,16796.0,35.1,25.0,4.0,3
30000.0,1,22.39,835.24,5,0,90000.0,2,1,2,22.25,2005,0,12255.0,29.3,33.0,3.0,1
21600.0,1,13.35,495.35,3,0,56000.0,2,1,2,10.18,1987,0,21833.0,40.3,25.0,2.0,5
13775.0,0,10.99,450.92,2,3,40000.0,1,1,2,32.94,2002,0,9666.0,57.2,31.0,0.0,5
3900.0,0,12.99,131.39,3,0,26500.0,0,0,1,24.91,1998,0,10542.0,24.7,13.0,1.0,3
23050.0,1,16.29,564.09,4,3,80000.0,0,1,2,23.34,2006,0,5924.0,16.0,34.0,1.0,3
8000.0,0,16.99,285.19,4,3,55000.0,0,0,2,12.59,2009,0,8882.0,87.1,7.0,0.0,8
10000.0,1,9.8,211.49,2,3,35000.0,0,1,1,17.46,2010,0,10397.0,52.8,9.0,0.0,5
10000.0,0,11.55,330.0,2,0,60000.0,0,1,2,16.36,1993,0,8751.0,42.5,29.0,0.0,7
12000.0,0,12.99,404.27,2,0,101230.0,1,1,1,11.75,2001,0,8762.0,57.3,24.0,8.0,1
5000.0,0,10.99,163.67,2,0,66220.0,0,1,2,30.7,1986,0,10713.0,63.0,32.0,2.0,4
10000.0,1,14.33,234.4,3,3,46000.0,2,1,2,24.29,2003,0,11053.0,56.7,32.0,0.0,7
8000.0,0,16.2,282.05,3,3,45000.0,0,1,2,4.27,2008,0,5253.0,80.8,5.0,0.0,7
10075.0,1,19.99,266.87,4,2,40000.0,1,1,2,22.26,2008,0,14719.0,73.2,17.0,0.0,4
7200.0,0,11.99,239.11,2,3,37000.0,0,1,1,17.41,1976,1,7078.0,62.6,24.0,0.0,1
10000.0,0,12.35,333.82,2,3,47337.0,0,1,2,25.58,1998,1,19749.0,84.4,17.0,0.0,6
10000.0,0,6.17,305.0,1,3,42000.0,1,1,2,11.09,1996,0,13026.0,67.5,13.0,1.8139908160844136,0
5000.0,0,10.75,163.11,2,0,46000.0,0,1,4,2.24,1988,0,3814.0,24.4,15.0,1.8139908160844136,1
7000.0,0,8.9,222.28,1,0,60000.0,1,1,2,11.32,2004,0,14103.0,50.9,20.0,1.0,7
30000.0,1,17.57,754.81,4,3,105000.0,1,0,2,25.85,1996,0,22809.0,61.2,39.0,1.0,2
16000.0,1,13.33,366.76,3,0,105000.0,0,1,2,14.61,1988,1,13562.0,55.4,41.0,1.0,7
6000.0,0,11.99,199.26,2,0,95000.0,1,1,2,16.85,1986,0,19626.0,59.7,43.0,4.0,5
16425.0,1,24.5,477.3,6,3,55000.0,1,1,2,14.71,2003,0,3243.0,15.2,17.0,0.0,5
4800.0,0,13.65,163.24,3,3,29000.0,0,1,2,24.05,2003,1,3649.0,49.3,26.0,0.0,6
3800.0,0,13.99,129.86,3,0,72000.0,1,1,9,7.55,2000,1,2817.0,50.3,21.0,5.0,3
5600.0,0,7.89,175.2,1,0,102000.0,0,1,9,19.0,2001,0,7515.0,32.4,46.0,2.0,4
7900.0,0,12.49,264.25,2,3,28100.0,1,1,2,9.95,1996,1,7009.0,64.9,8.0,0.0,6
11700.0,0,15.31,407.37,3,3,33500.0,1,1,2,26.19,2006,0,19239.0,92.9,23.0,0.0,4
18200.0,1,15.22,435.09,3,0,41450.0,2,1,2,29.15,1998,0,28494.0,95.0,17.0,5.0,0
7625.0,0,12.99,256.88,2,3,17400.0,1,1,2,30.69,2008,0,3214.0,30.3,11.0,0.0,3
24000.0,0,8.19,754.18,1,3,78000.0,1,1,2,16.49,2000,0,16361.0,79.8,8.0,0.0,3
20800.0,0,6.03,633.06,1,3,81000.0,1,1,2,19.41,1994,0,10150.0,43.6,26.0,2.0,1
6000.0,0,13.99,205.04,3,2,18000.0,2,0,9,22.67,2001,1,4829.0,15.9,34.0,0.0,5
10075.0,0,15.31,350.79,3,3,30000.0,2,0,11,6.72,2005,0,6367.0,45.6,8.0,0.0,8
19425.0,0,7.62,605.31,1,0,60000.0,2,1,2,19.96,1982,0,18257.0,53.0,10.0,1.0,4
12000.0,0,8.9,381.04,1,0,90000.0,1,1,2,11.79,1989,0,6932.0,86.6,34.0,3.0,1
6500.0,0,13.35,220.11,3,3,106000.0,0,0,2,6.48,2006,0,7363.0,70.8,15.0,0.0,8
7475.0,0,12.99,251.83,3,3,42000.0,1,1,2,27.83,1988,0,4633.0,46.8,47.0,0.0,0
18000.0,1,21.0,486.97,5,0,41000.0,2,1,2,14.29,1986,0,24061.0,55.6,24.0,1.0,1
12600.0,1,21.18,342.15,5,2,37000.0,0,1,2,16.54,1993,1,13500.0,51.5,31.0,2.0,5
20000.0,0,7.12,618.64,1,0,95000.0,1,1,1,20.38,1998,0,19211.0,52.6,29.0,3.0,4
14000.0,0,6.03,426.1,1,3,50000.0,2,1,2,27.72,2000,0,16387.0,28.5,23.0,1.8139908160844136,1
28850.0,0,9.25,920.79,1,3,65000.0,2,1,2,29.11,2000,0,34328.0,91.3,17.0,2.0,1
5000.0,0,11.53,164.96,2,0,35000.0,1,1,1,14.54,2000,1,5278.0,77.6,16.0,0.0,5
20000.0,1,13.06,455.68,3,0,47004.0,2,1,2,15.83,1996,0,31533.0,86.4,11.0,1.8139908160844136,1
10000.0,0,14.09,342.22,2,2,30132.0,0,1,1,24.71,1992,0,17473.0,31.5,23.0,0.0,6
7500.0,0,11.53,247.43,2,3,31700.0,1,0,1,21.05,2000,1,5995.0,57.1,17.0,1.0,5
19200.0,1,16.99,477.07,4,3,60000.0,1,0,2,26.15,2006,0,6990.0,25.4,29.0,0.0,6
24025.0,1,18.99,623.09,5,0,81000.0,2,0,2,23.53,1996,1,9764.0,70.8,33.0,6.0,3
2800.0,0,9.49,89.68,2,3,74000.0,1,1,9,4.72,1999,0,11363.0,30.9,28.0,0.0,6
15000.0,1,23.5,427.18,6,3,70000.0,2,1,2,9.48,1998,0,7654.0,80.0,15.0,0.0,3
18775.0,1,16.78,464.39,3,0,70000.0,2,0,2,21.63,2001,0,25173.0,73.4,22.0,2.0,9
9250.0,0,15.31,322.07,3,3,25900.0,2,1,9,16.27,1998,1,1591.0,16.6,13.0,2.0,3
19800.0,1,8.9,410.06,1,0,135000.0,2,1,4,9.14,1988,0,15116.0,33.4,48.0,6.0,0
14125.0,0,14.09,483.38,2,2,37233.0,2,1,2,23.37,1988,0,6292.0,75.8,23.0,0.0,1
15000.0,1,13.44,344.69,3,3,60000.0,0,1,2,18.44,2002,1,13616.0,37.0,17.0,0.0,4
4800.0,0,7.62,149.58,1,3,26000.0,0,1,1,12.0,2002,0,5952.0,29.6,20.0,0.0,3
4750.0,0,13.33,160.81,3,3,42000.0,2,1,2,24.53,1999,1,3871.0,5.0,51.0,0.0,1
14400.0,1,18.99,373.47,5,0,34500.0,2,1,2,13.77,1991,0,11175.0,74.5,20.0,4.0,6
6000.0,0,9.99,193.58,2,0,29120.0,0,1,2,22.36,1992,0,7572.0,47.3,14.0,0.0,6
20000.0,0,10.15,646.76,2,0,50000.0,1,1,2,23.25,2003,0,62439.0,42.3,34.0,3.0,1
12000.0,1,13.99,279.16,3,3,70000.0,2,0,2,18.52,2003,0,8927.0,33.2,50.0,0.0,5
11600.0,0,14.65,400.14,3,3,30000.0,1,0,2,20.28,2007,0,8370.0,65.4,9.0,0.0,2
18000.0,0,8.9,571.56,1,0,52250.0,2,1,2,20.1,1967,0,13300.0,51.8,20.0,1.0,1
21000.0,0,9.2,669.76,2,0,237000.0,0,1,11,2.7,1983,0,997.0,1.2,24.0,1.8139908160844136,6
18000.0,0,10.16,582.17,2,0,80000.0,2,1,2,18.4,1995,0,19217.0,72.5,29.0,1.0,0
19500.0,0,9.17,621.64,2,2,325000.0,2,0,2,21.8,1995,0,30401.0,52.8,51.0,4.0,6
13075.0,1,11.99,290.79,2,0,87500.0,2,1,2,22.52,1987,0,27622.0,50.2,29.0,1.8139908160844136,1
10075.0,0,10.64,328.13,2,2,30000.0,2,1,1,12.75,2006,0,10059.0,52.4,13.0,0.0,5
14000.0,0,9.67,449.58,2,3,101000.0,2,1,1,22.08,1979,0,79964.0,54.5,46.0,9.0,0
6000.0,0,13.99,205.04,3,0,65000.0,0,1,2,17.64,2004,0,10650.0,59.9,14.0,0.0,0
7875.0,0,12.12,262.02,2,3,16800.0,2,1,1,19.45,2005,0,9931.0,88.9,10.0,0.0,4
8500.0,0,8.9,269.91,1,3,57500.0,0,1,1,19.41,1995,1,9048.0,79.4,12.0,2.0,3
7000.0,0,14.49,240.92,3,3,45000.0,2,0,2,19.59,2006,0,8203.0,47.1,17.0,0.0,9
19425.0,1,18.25,495.92,5,2,51600.0,2,1,2,13.93,2005,1,10277.0,39.0,11.0,1.0,6
13500.0,0,11.44,444.8,2,3,76500.0,0,1,2,7.98,2009,0,15069.0,67.0,11.0,0.0,6
2400.0,0,12.29,80.05,3,0,88000.0,2,1,2,11.17,2002,0,9177.0,87.4,52.0,2.0,6
6000.0,0,13.49,203.59,3,0,79416.0,0,1,2,6.24,1994,0,649.0,2.1,44.0,1.8139908160844136,3
8325.0,0,16.29,293.88,3,0,24000.0,0,1,1,28.58,1997,0,8562.0,65.9,14.0,0.0,3
12075.0,0,20.99,454.87,5,3,65000.0,2,0,2,4.88,2009,0,5955.0,28.0,20.0,0.0,6
12250.0,0,7.9,383.31,1,2,35000.0,1,1,2,29.06,1990,0,12394.0,40.1,23.0,0.0,7
21000.0,0,18.25,761.84,4,0,105000.0,0,1,2,16.78,2002,0,45597.0,58.5,28.0,8.0,5
14000.0,0,11.67,462.8,2,0,75000.0,1,1,2,32.44,1988,0,6877.0,39.3,42.0,5.0,5
5875.0,0,6.97,181.33,1,3,61000.0,0,1,1,2.18,2006,0,6602.0,12.6,16.0,0.0,4
16000.0,0,13.11,539.96,2,0,81000.0,0,1,1,19.97,2000,0,15666.0,63.4,27.0,6.0,7
8000.0,0,11.99,265.68,2,0,42000.0,2,1,2,14.29,2000,0,11627.0,29.1,33.0,2.0,0
13000.0,1,14.33,304.72,3,0,73126.0,2,1,2,26.27,1979,0,11816.0,73.4,59.0,4.0,3
17575.0,0,12.99,592.09,3,0,90000.0,1,1,1,25.17,2003,1,4031.0,30.1,44.0,6.0,7
8000.0,0,11.99,265.68,2,2,63888.0,1,1,2,24.38,2001,1,2970.0,26.8,12.0,0.0,3
5000.0,0,14.49,172.09,3,3,27000.0,2,1,1,22.45,2010,0,3133.0,97.9,4.0,0.0,6
18000.0,1,18.75,464.46,4,0,47000.0,2,1,1,30.43,2000,0,17601.0,62.4,29.0,1.0,3
27700.0,1,13.35,635.24,3,2,107000.0,1,1,2,24.37,1995,0,23331.0,33.7,31.0,2.0,7
11000.0,0,15.31,383.0,3,3,33000.0,1,1,2,26.44,2001,0,6035.0,47.9,35.0,0.0,4
17225.0,0,16.99,614.04,4,0,80000.0,2,1,1,10.44,1989,0,27356.0,70.4,38.0,2.0,3
16000.0,1,10.99,347.8,2,0,45000.0,1,0,4,5.87,1993,0,6264.0,22.7,15.0,5.0,2
20000.0,0,10.99,654.68,2,0,80000.0,1,1,2,14.36,2003,0,9468.0,52.9,12.0,1.0,4
2400.0,0,8.39,75.64,2,2,98000.0,1,1,4,13.3,1995,0,327.0,0.7,32.0,2.0,1
17000.0,0,13.99,580.94,3,0,110000.0,1,1,2,16.57,2003,0,14522.0,54.9,33.0,7.0,5
20000.0,0,13.98,683.36,3,0,135000.0,1,1,6,19.4,2002,0,19222.0,59.5,50.0,5.0,5
12000.0,0,11.14,393.67,2,0,68000.0,0,1,2,11.96,1988,0,9208.0,78.0,31.0,3.0,1
28000.0,0,8.9,889.09,1,2,95000.0,2,1,1,27.57,1988,0,47560.0,80.1,25.0,2.0,7
9600.0,0,7.49,298.58,1,2,54000.0,1,1,2,5.58,2003,0,7327.0,44.4,6.0,0.0,4
6700.0,0,13.68,227.96,3,3,55000.0,2,1,2,7.61,2001,0,3883.0,82.6,15.0,0.0,5
14300.0,0,18.49,520.51,4,3,37000.0,2,0,9,31.26,2002,0,24817.0,63.3,22.0,0.0,8
